"object","key","field","value","row_order","review_round","review_authority","ipcc_verdict","ipcc_source"
"PARAM_CATALOGUE","Bo","ipcc_ref","Table 10.16A",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Bo","ipcc_software_name","Bo — Maximum methane producing capacity",16,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","definition","Ash content of manure — IPCC default 0.08 (Eq 10.24 footnote)",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","unit","fraction",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","ipcc_default","0.08",17,"","","DEVIATION_DOCUMENTED","2006 V4 Ch10 Eq 10.24 note: 0.08 for cattle. The 2019 Refinement rewrote the same note around swine (0.06 for sows), so it does not supersede the cattle figure"
"PARAM_CATALOGUE","ASH","suggested_uncertainty_pct","25",17,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","ASH","suggested_distribution","pert",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","suggested_lower_bound",<NA>,17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","suggested_upper_bound",<NA>,17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","param_type","coefficient",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","param_tier","advanced",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","user_reducible","FALSE",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","ipcc_ref","Eq 10.24",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","ASH","ipcc_software_name","ASH — Ash content of manure (fraction of dry matter)",17,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","definition","Urinary energy as fraction of gross energy — IPCC default 0.04 (Eq 10.24 footnote)",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","unit","fraction",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","ipcc_default","0.04",18,"","","CONFIRMED","2019R V4 Ch10 Eq 10.24 note: typically 0.04 GE for most ruminants"
"PARAM_CATALOGUE","UE","suggested_uncertainty_pct","25",18,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","UE","suggested_distribution","pert",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","suggested_lower_bound",<NA>,18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","suggested_upper_bound",<NA>,18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","param_type","coefficient",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","param_tier","advanced",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","user_reducible","FALSE",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","ipcc_ref","Eq 10.24",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","UE","ipcc_software_name","UE — Urinary Energy fraction of GE",18,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","definition","N₂O emission factor for dung/urine on pasture (IPCC Vol.4 Ch.11 Table 11.1). 2019R EF3_PRP,CPP for cattle/poultry/pigs: aggregated 0.004; wet climate 0.006; dry climate 0.002. 2006 = 0.02.",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","unit","kg N2O-N/kg N",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","ipcc_default","0.006",19,"internal","internal","CONFIRMED","2019R V4 Ch11 Table 11.1 (Updated), EF3PRP CPP wet climates: 0.006"
"PARAM_CATALOGUE","EF3_PRP","suggested_uncertainty_pct",<NA>,19,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","EF3_PRP","suggested_distribution","pert",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","suggested_lower_bound","5e-04",19,"internal","internal","DEVIATION_DOCUMENTED","IPCC gives 0.000 as the lower bound. The tool uses a small positive floor because a zero lower bound is degenerate for the bounded distributions; documented deviation"
"PARAM_CATALOGUE","EF3_PRP","suggested_upper_bound","0.027",19,"","","CONFIRMED","2019R V4 Ch11 Table 11.1 (Updated): upper 0.027"
"PARAM_CATALOGUE","EF3_PRP","param_type","coefficient",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","param_tier","advanced",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","user_reducible","FALSE",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","ipcc_ref","Ch.11 Table 11.1",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF3_PRP","ipcc_software_name","EF3(PRP) — Direct N₂O EF, manure on pasture/range/paddock",19,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","definition","N₂O EF for atmospheric N deposition (IPCC Vol.4 Ch.11 Table 11.3). 2019R aggregated EF4 = 0.010 (range 0.002-0.018); wet climate 0.014; dry climate 0.005. 2006 = 0.010.",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","unit","kg N2O-N/kg N",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","ipcc_default","0.014",20,"internal","internal","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), wet climate: 0.014"
"PARAM_CATALOGUE","EF4","suggested_uncertainty_pct",<NA>,20,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","EF4","suggested_distribution","lognormal",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","suggested_lower_bound","0.011",20,"","","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), wet climate: 0.011"
"PARAM_CATALOGUE","EF4","suggested_upper_bound","0.017",20,"","","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), wet climate: 0.017"
"PARAM_CATALOGUE","EF4","param_type","coefficient",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","param_tier","advanced",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","user_reducible","FALSE",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","ipcc_ref","Ch.11 Table 11.3",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF4","ipcc_software_name","EF4 — N₂O EF for atmospheric N deposition (Vol 4 Ch 11)",20,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","definition","N₂O EF for N leaching/runoff (IPCC Vol.4 Ch.11 Table 11.3). 2019R EF5 = 0.011 (range 0.000-0.020), no climate disaggregation. 2006 = 0.0075.",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","unit","kg N2O-N/kg N",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","ipcc_default","0.011",21,"internal","internal","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated): 0.011"
"PARAM_CATALOGUE","EF5","suggested_uncertainty_pct",<NA>,21,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","EF5","suggested_distribution","lognormal",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","suggested_lower_bound","5e-04",21,"internal","internal","DEVIATION_DOCUMENTED","IPCC gives 0.000 as the lower bound. The tool uses a small positive floor because a zero lower bound is degenerate for the bounded distributions; documented deviation"
"PARAM_CATALOGUE","EF5","suggested_upper_bound","0.02",21,"","","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated): upper 0.020"
"PARAM_CATALOGUE","EF5","param_type","coefficient",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","param_tier","advanced",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","user_reducible","FALSE",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","ipcc_ref","Ch.11 Table 11.3",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","EF5","ipcc_software_name","EF5 — N₂O EF for N leaching/runoff (Vol 4 Ch 11)",21,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","definition","Fraction of N volatilised from dung/urine on pasture (IPCC Vol.4 Ch.11 Table 11.3, FracGASM). 2019R = 0.21 (range 0.00-0.31); 2006 = 0.20.",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","unit","fraction",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","ipcc_default","0.21",22,"internal","internal","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), FracGASM: 0.21"
"PARAM_CATALOGUE","Frac_GASM_PRP","suggested_uncertainty_pct",<NA>,22,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Frac_GASM_PRP","suggested_distribution","pert",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","suggested_lower_bound","0.005",22,"internal","internal","DEVIATION_DOCUMENTED","IPCC gives 0.000 as the lower bound. The tool uses a small positive floor because a zero lower bound is degenerate for the bounded distributions; documented deviation"
"PARAM_CATALOGUE","Frac_GASM_PRP","suggested_upper_bound","0.31",22,"","","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), FracGASM: upper 0.31"
"PARAM_CATALOGUE","Frac_GASM_PRP","param_type","coefficient",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","param_tier","advanced",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","user_reducible","FALSE",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","ipcc_ref","Ch.11 Table 11.3",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_GASM_PRP","ipcc_software_name","FracGASM — Fraction of N volatilised from pasture deposition (Table 11.3)",22,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","definition","Fraction of N leached from pasture deposition (IPCC Vol.4 Ch.11 Table 11.3, FracLEACH-(H), wet climates only). 2019R = 0.24 (range 0.01-0.73); 2006 = 0.30; in dry climates = 0.",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","unit","fraction",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_default","0.24",23,"R7 #1","reviewer","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), FracLEACH-(H) wet climates: 0.24, confirmed in the body text at Ch11 s11.2.2"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_uncertainty_pct",<NA>,23,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_distribution","pert",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_lower_bound","0.01",23,"internal","internal","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), FracLEACH-(H): lower 0.01"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_upper_bound","0.73",23,"","","CONFIRMED","2019R V4 Ch11 Table 11.3 (Updated), FracLEACH-(H): upper 0.73"
"PARAM_CATALOGUE","Frac_LEACH_PRP","param_type","coefficient",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","param_tier","advanced",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","user_reducible","FALSE",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_ref","Ch.11 Table 11.3",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_software_name","Frac_leach-(H) — Fraction of N lost through leaching from pasture deposition (Table 11.3)",23,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","definition","Protein content of milk — feeds the milk-N term in IPCC Vol.4 Ch.10 Eq 10.33 (N retention for cattle, where the 6.38 milk-protein-to-N conversion is defined)",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","unit","%",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","ipcc_default","3.6",24,"","","CONFIRMED","2019R V4 Ch10 Table 10A.1 (New), Africa LOW PRODUCTIVITY SYSTEMS row, p.10.104: protein content of milk 3.6%. Identical in all three Africa rows of Table 10A.1 and in Table 10A.2, and the tool's own documented route %MilkPR = 1.9 + 0.4 x %Fat gives 3.62 at Fat 4.3. The previous 3.3 was what that formula returns for Fat 3.5, the value Fat held before review round 8 corrected it."
"PARAM_CATALOGUE","MilkPR","suggested_uncertainty_pct","10",24,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","MilkPR","suggested_distribution","normal",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","suggested_lower_bound",<NA>,24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","suggested_upper_bound",<NA>,24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","param_type","coefficient",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","param_tier","core",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","user_reducible","TRUE",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","ipcc_ref","Eq 10.33",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","MilkPR","ipcc_software_name","Milk PR% — Milk protein content (1.9 + 0.4*Fat)",24,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","definition","Mean daily temperature in winter (°C) — Cfi cold-climate adjustment per IPCC Vol.4 Ch.10 Eq 10.2 (modifies the Cfi from Eq 10.3). Leave blank or set 20 to disable adjustment",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","unit","°C",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","ipcc_default","20",25,"","","NOT_IPCC","Winter temperature is country-specific; IPCC publishes no default. Project assumption"
"PARAM_CATALOGUE","Tw","suggested_uncertainty_pct","25",25,"","","NOT_IPCC","Penman et al. (2000) IPCC Good Practice Guidance and Monni et al. (2007). Disclosed as a non-IPCC suggestion in the user guide"
"PARAM_CATALOGUE","Tw","suggested_distribution","normal",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","suggested_lower_bound",<NA>,25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","suggested_upper_bound",<NA>,25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","param_type","coefficient",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","param_tier","advanced",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","user_reducible","TRUE",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","ipcc_ref","Eq 10.2",25,"","","META","Descriptive field, not a shipped numeric default"
"PARAM_CATALOGUE","Tw","ipcc_software_name","Tw — Mean winter daily temperature (°C); IPCC software Cfi adjustment input",25,"","","META","Descriptive field, not a shipped numeric default"
"MMS_DEFAULTS","pasture","label","Pasture/Paddock/Range",1,"","","META","Display string, not a value"
"MMS_DEFAULTS","pasture","versions","2006,2019",1,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","pasture","ipcc_variant","PRP (Ch.11 pathway; MCF from 2006 Table 10.17 Pasture/Range/Paddock)",1,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","pasture","mcf_tropical","2",1,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Pasture/Range/Paddock: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","pasture","mcf_tropical_dry","2",1,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","pasture","mcf_temperate","1.5",1,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Pasture/Range/Paddock: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","pasture","mcf_boreal","1",1,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Pasture/Range/Paddock: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","pasture","ef3","0.02",1,"","","DEVIATION_DOCUMENTED","0.02 is the Chapter 11 EF3PRP for cattle on pasture, not a Table 10.21 manure-management factor. Table 10.21 routes pasture N to Chapter 11 explicitly. Carried on this row so the pasture pathway resolves; documented"
"MMS_DEFAULTS","daily_spread","label","Daily Spread",2,"","","META","Display string, not a value"
"MMS_DEFAULTS","daily_spread","versions","2006,2019",2,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","daily_spread","ipcc_variant","Daily spread",2,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","daily_spread","mcf_tropical","1",2,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Daily spread: 0.1 / 0.5 / 1.0"
"MMS_DEFAULTS","daily_spread","mcf_tropical_dry","1",2,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","daily_spread","mcf_temperate","0.5",2,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Daily spread: 0.1 / 0.5 / 1.0"
"MMS_DEFAULTS","daily_spread","mcf_boreal","0.1",2,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Daily spread: 0.1 / 0.5 / 1.0"
"MMS_DEFAULTS","daily_spread","ef3","0",2,"","","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Daily spread: 0"
"MMS_DEFAULTS","solid_storage","label","Solid Storage",3,"","","META","Display string, not a value"
"MMS_DEFAULTS","solid_storage","versions","2006,2019",3,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","solid_storage","ipcc_variant","Solid storage (plain)",3,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","solid_storage","mcf_tropical","5",3,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Solid storage: 2.0 / 4.0 / 5.0"
"MMS_DEFAULTS","solid_storage","mcf_tropical_dry","5",3,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","solid_storage","mcf_temperate","4",3,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Solid storage: 2.0 / 4.0 / 5.0"
"MMS_DEFAULTS","solid_storage","mcf_boreal","2",3,"ours","ours","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Solid storage: 2.0 / 4.0 / 5.0"
"MMS_DEFAULTS","solid_storage","ef3","0.01",3,"internal","internal","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Solid storage: 0.010"
"MMS_DEFAULTS","solid_storage_covered","label","Solid Storage – Covered/Compacted (2019)",4,"","","META","Display string, not a value"
"MMS_DEFAULTS","solid_storage_covered","versions","2019",4,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","solid_storage_covered","ipcc_variant","Solid storage - Covered/compacted (2019R Table 10.17)",4,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","solid_storage_covered","mcf_tropical","5",4,"","","CONFIRMED","2019R V4 Ch10 Table 10.17 (Updated), Solid storage - Covered/compacted: 2.00 / 4.00 / 5.00"
"MMS_DEFAULTS","solid_storage_covered","mcf_tropical_dry","5",4,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","solid_storage_covered","mcf_temperate","4",4,"","","CONFIRMED","2019R V4 Ch10 Table 10.17 (Updated), Solid storage - Covered/compacted: 2.00 / 4.00 / 5.00"
"MMS_DEFAULTS","solid_storage_covered","mcf_boreal","2",4,"","","CONFIRMED","2019R V4 Ch10 Table 10.17 (Updated), Solid storage - Covered/compacted: 2.00 / 4.00 / 5.00"
"MMS_DEFAULTS","solid_storage_covered","ef3","0.01",4,"internal","internal","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Solid storage - Covered/compacted: 0.01"
"MMS_DEFAULTS","dry_lot","label","Dry Lot",5,"","","META","Display string, not a value"
"MMS_DEFAULTS","dry_lot","versions","2006,2019",5,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","dry_lot","ipcc_variant","Dry lot",5,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","dry_lot","mcf_tropical","2",5,"ours","ours","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Dry lot: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","dry_lot","mcf_tropical_dry","2",5,"ours","ours","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","dry_lot","mcf_temperate","1.5",5,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Dry lot: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","dry_lot","mcf_boreal","1",5,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature and 2019R V4 Ch10 Table 10.17 (Updated), Dry lot: 1.0 / 1.5 / 2.0"
"MMS_DEFAULTS","dry_lot","ef3","0.02",5,"","","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Dry lot: 0.02"
"MMS_DEFAULTS","deep_bedding","label","Deep Bedding (>1 month)",6,"","","META","Display string, not a value"
"MMS_DEFAULTS","deep_bedding","versions","2006,2019",6,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","deep_bedding","ipcc_variant","Deep bedding, >1 month accumulation",6,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","deep_bedding","mcf_tropical","80",6,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Cattle and Swine deep bedding > 1 month: 17 / 39 / 80. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","deep_bedding","mcf_tropical_dry","80",6,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","deep_bedding","mcf_temperate","39",6,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Cattle and Swine deep bedding > 1 month: 17 / 39 / 80. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","deep_bedding","mcf_boreal","17",6,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Cattle and Swine deep bedding > 1 month: 17 / 39 / 80. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","deep_bedding","ef3","0.01",6,"","","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Cattle and swine deep bedding, No mixing: 0.01"
"MMS_DEFAULTS","liquid_slurry","label","Liquid/Slurry (with natural crust cover)",7,"","","META","Display string, not a value"
"MMS_DEFAULTS","liquid_slurry","versions","2006,2019",7,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","liquid_slurry","ipcc_variant","Liquid/Slurry, with natural crust cover",7,"","","META","Records which IPCC sub-type the row models"
"MMS_DEFAULTS","liquid_slurry","mcf_tropical","50",7,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Liquid/Slurry with natural crust cover: 10 / 24 / 50. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","liquid_slurry","mcf_tropical_dry","50",7,"","","DEVIATION_DOCUMENTED","Mirrors mcf_tropical on every system. The 2019 Refinement splits ten climate zones including Tropical Dry, which the tool's four-band model does not resolve; the tropical value is used for both"
"MMS_DEFAULTS","liquid_slurry","mcf_temperate","24",7,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Liquid/Slurry with natural crust cover: 10 / 24 / 50. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","liquid_slurry","mcf_boreal","10",7,"","","CONFIRMED","2006 V4 Ch10 Table 10.17, MCF by average annual temperature, Liquid/Slurry with natural crust cover: 10 / 24 / 50. boreal = the '<= 10 C' column, temperate = the '19 C' column, tropical = the '>= 28 C' column"
"MMS_DEFAULTS","liquid_slurry","ef3","0.005",7,"","","CONFIRMED","2019R V4 Ch10 Table 10.21 (Updated), Liquid/Slurry With natural crust cover: 0.005"
"MMS_DEFAULTS","composting","label","Composting - Static Pile (forced aeration)",8,"","","META","Display string, not a value"
"MMS_DEFAULTS","composting","versions","2006,2019",8,"","","META","Which guideline editions offer this system"
"MMS_DEFAULTS","composting","ipcc_variant","Composting - Static Pile (forced aeration)",8,"","","META","Records which IPCC sub-type the row models"
