"object","key","field","value","row_order","baseline_commit","baseline_date"
"PARAM_CATALOGUE","Frac_GASM_PRP","user_reducible","FALSE","22","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_GASM_PRP","ipcc_ref","Ch.11 Table 11.3","22","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_GASM_PRP","ipcc_software_name","FracGASM — Fraction of N volatilised from pasture deposition (Table 11.3)","22","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","definition","Fraction of N leached from pasture deposition (IPCC Vol.4 Ch.11 Table 11.3, FracLEACH-(H), wet climates only). 2019R = 0.24 (range 0.01-0.73); 2006 = 0.30; in dry climates = 0.","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","unit","fraction","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_default","0.24","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_uncertainty_pct",<NA>,"23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_distribution","pert","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_lower_bound","0.01","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","suggested_upper_bound","0.73","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","param_type","coefficient","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","param_tier","advanced","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","user_reducible","FALSE","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_ref","Ch.11 Table 11.3","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Frac_LEACH_PRP","ipcc_software_name","Frac_leach-(H) — Fraction of N lost through leaching from pasture deposition (Table 11.3)","23","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","definition","Protein content of milk — feeds the milk-N term in IPCC Vol.4 Ch.10 Eq 10.33 (N retention for cattle, where the 6.38 milk-protein-to-N conversion is defined)","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","unit","%","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","ipcc_default","3.3","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","suggested_uncertainty_pct","10","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","suggested_distribution","normal","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","suggested_lower_bound",<NA>,"24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","suggested_upper_bound",<NA>,"24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","param_type","coefficient","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","param_tier","core","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","user_reducible","TRUE","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","ipcc_ref","Eq 10.33","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","MilkPR","ipcc_software_name","Milk PR% — Milk protein content (1.9 + 0.4*Fat)","24","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","definition","Mean daily temperature in winter (°C) — Cfi cold-climate adjustment per IPCC Vol.4 Ch.10 Eq 10.2 (modifies the Cfi from Eq 10.3). Leave blank or set 20 to disable adjustment","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","unit","°C","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","ipcc_default","20","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","suggested_uncertainty_pct","25","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","suggested_distribution","normal","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","suggested_lower_bound",<NA>,"25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","suggested_upper_bound",<NA>,"25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","param_type","coefficient","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","param_tier","advanced","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","user_reducible","TRUE","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","ipcc_ref","Eq 10.2","25","fbfa1bc","2026-07-10"
"PARAM_CATALOGUE","Tw","ipcc_software_name","Tw — Mean winter daily temperature (°C); IPCC software Cfi adjustment input","25","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","label","Pasture/Paddock/Range","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","versions","2006,2019","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","mcf_tropical","1.5","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","mcf_tropical_dry","1.5","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","mcf_temperate","1","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","mcf_boreal","1","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","pasture","ef3","0.02","1","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","label","Daily Spread","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","versions","2006,2019","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","mcf_tropical","1","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","mcf_tropical_dry","1","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","mcf_temperate","0.5","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","mcf_boreal","0.1","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","daily_spread","ef3","0","2","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","label","Solid Storage","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","versions","2006,2019","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","mcf_tropical","5","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","mcf_tropical_dry","5","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","mcf_temperate","4","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","mcf_boreal","3","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage","ef3","0.01","3","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","label","Solid Storage – Covered/Compacted (2019)","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","versions","2019","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","mcf_tropical","4","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","mcf_tropical_dry","4","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","mcf_temperate","2","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","mcf_boreal","1","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","solid_storage_covered","ef3","0.01","4","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","label","Dry Lot","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","versions","2006,2019","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","mcf_tropical","5","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","mcf_tropical_dry","5","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","mcf_temperate","1.5","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","mcf_boreal","1","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","dry_lot","ef3","0.02","5","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","label","Deep Bedding (>1 month)","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","versions","2006,2019","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","mcf_tropical","30","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","mcf_tropical_dry","30","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","mcf_temperate","17","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","mcf_boreal","3","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","deep_bedding","ef3","0.01","6","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","label","Liquid/Slurry","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","versions","2006,2019","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","mcf_tropical","80","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","mcf_tropical_dry","80","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","mcf_temperate","35","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","mcf_boreal","10","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","liquid_slurry","ef3","0.005","7","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","label","Composting","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","versions","2006,2019","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","mcf_tropical","1.5","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","mcf_tropical_dry","1.5","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","mcf_temperate","1","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","mcf_boreal","0.5","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","composting","ef3","0.006","8","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","label","Anaerobic Lagoon","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","versions","2006,2019","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","mcf_tropical","80","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","mcf_tropical_dry","80","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","mcf_temperate","66","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","mcf_boreal","66","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","lagoon","ef3","0","9","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","label","Anaerobic Digester / Biogas (2019)","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","versions","2019","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","mcf_tropical","3.5","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","mcf_tropical_dry","3.5","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","mcf_temperate","1","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","mcf_boreal","1","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","anaerobic_digester","ef3","6e-04","10","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","label","Aerobic Treatment (2019)","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","versions","2019","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","mcf_tropical","0","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","mcf_tropical_dry","0","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","mcf_temperate","0","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","mcf_boreal","0","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","aerobic_treatment","ef3","0.005","11","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","label","Burned for Fuel (2019)","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","versions","2019","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","mcf_tropical","10","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","mcf_tropical_dry","10","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","mcf_temperate","10","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","mcf_boreal","10","12","fbfa1bc","2026-07-10"
"MMS_DEFAULTS","burned_for_fuel","ef3","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_gas","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_gas_low","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_gas_high","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_leach","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_leach_low","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","pasture","frac_leach_high","0","1","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_gas","0.07","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_gas_low","0.04","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_gas_high","0.1","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_leach","0","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_leach_low","0","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","daily_spread","frac_leach_high","0","2","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_gas","0.45","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_gas_low","0.23","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_gas_high","0.68","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_leach","0.02","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_leach_low","0.01","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage","frac_leach_high","0.03","3","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_gas","0.22","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_gas_low","0.03","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_gas_high","0.26","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_leach","0","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_leach_low","0","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","solid_storage_covered","frac_leach_high","0","4","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_gas","0.3","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_gas_low","0.15","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_gas_high","0.45","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_leach","0.035","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_leach_low","0","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","dry_lot","frac_leach_high","0.07","5","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_gas","0.25","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_gas_low","0.1","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_gas_high","0.3","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_leach","0.035","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_leach_low","0","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","deep_bedding","frac_leach_high","0.07","6","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_gas","0.48","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_gas_low","0.24","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_gas_high","0.72","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_leach","0","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_leach_low","0","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","liquid_slurry","frac_leach_high","0","7","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_gas","0.05","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_gas_low","0.02","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_gas_high","0.08","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_leach","0","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_leach_low","0","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","anaerobic_digester","frac_leach_high","0","8","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_gas","0.65","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_gas_low","0.33","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_gas_high","0.98","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_leach","0.06","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_leach_low","0.03","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","composting","frac_leach_high","0.09","9","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_gas","0.85","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_gas_low","0.27","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_gas_high","1","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_leach","0","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_leach_low","0","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","aerobic_treatment","frac_leach_high","0","10","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_gas","0.35","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_gas_low","0.2","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_gas_high","0.8","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_leach","0","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_leach_low","0","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","lagoon","frac_leach_high","0","11","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_gas","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_gas_low","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_gas_high","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_leach","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_leach_low","0","12","fbfa1bc","2026-07-10"
"MMS_FRAC_DEFAULTS_2019","burned_for_fuel","frac_leach_high","0","12","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","dairy_cows","value","0.386","1","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","other_cows","value","0.322","2","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","bulls","value","0.37","3","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","oxen","value","0.322","4","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","heifers","value","0.322","5","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","growing_males","value","0.322","6","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","calves_female","value","0.322","7","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","calves_male","value","0.322","8","fbfa1bc","2026-07-10"
"CFI_BY_SUBCAT","feedlot_cattle","value","0.322","9","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","dairy_cows","value","0.8","1","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","other_cows","value","0.8","2","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","bulls","value","1.2","3","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","oxen","value","1","4","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","heifers","value","0.8","5","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","growing_males","value","1","6","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","calves_female","value","0.8","7","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","calves_male","value","1","8","fbfa1bc","2026-07-10"
"C_GROWTH_BY_SUBCAT","feedlot_cattle","value","1","9","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","dairy_cows","value","275","1","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","other_cows","value","275","2","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","bulls","value","350","3","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","oxen","value","300","4","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","heifers","value","200","5","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","growing_males","value","200","6","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","calves_female","value","60","7","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","calves_male","value","60","8","fbfa1bc","2026-07-10"
"LW_BY_SUBCAT","feedlot_cattle","value","250","9","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","dairy_cows","value","300","1","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","other_cows","value","300","2","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","bulls","value","400","3","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","oxen","value","350","4","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","heifers","value","300","5","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","growing_males","value","350","6","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","calves_female","value","300","7","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","calves_male","value","350","8","fbfa1bc","2026-07-10"
"MW_BY_SUBCAT","feedlot_cattle","value","400","9","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","dairy_cows","value","0","1","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","other_cows","value","0","2","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","bulls","value","0","3","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","oxen","value","0","4","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","heifers","value","0.25","5","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","growing_males","value","0.2","6","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","calves_female","value","0.3","7","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","calves_male","value","0.3","8","fbfa1bc","2026-07-10"
"WG_BY_SUBCAT","feedlot_cattle","value","1","9","fbfa1bc","2026-07-10"
"PCT_PREGNANT_BY_SUBCAT","dairy_cows","value","0.85","1","fbfa1bc","2026-07-10"
"PCT_PREGNANT_BY_SUBCAT","other_cows","value","0.85","2","fbfa1bc","2026-07-10"
"PCT_PREGNANT_BY_SUBCAT","heifers","value","0.5","3","fbfa1bc","2026-07-10"
"FEEDING_SITUATION_CA","stall_fed","value","0","1","fbfa1bc","2026-07-10"
"FEEDING_SITUATION_CA","pasture_flat","value","0.17","2","fbfa1bc","2026-07-10"
"FEEDING_SITUATION_CA","pasture_hilly","value","0.36","3","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","africa","parameter","BW","1","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","africa","default_val","275","1","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","asia","parameter","BW","2","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","asia","default_val","350","2","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","europe","parameter","BW","3","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","europe","default_val","600","3","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","americas","parameter","BW","4","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","americas","default_val","500","4","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","oceania","parameter","BW","5","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","oceania","default_val","500","5","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","global","parameter","BW","6","fbfa1bc","2026-07-10"
"IPCC_DEFAULTS_BY_REGION","global","default_val","400","6","fbfa1bc","2026-07-10"
"GWP_VALUES","AR4.CH4","value","25","1","fbfa1bc","2026-07-10"
"GWP_VALUES","AR4.N2O","value","298","2","fbfa1bc","2026-07-10"
"GWP_VALUES","AR5.CH4","value","28","3","fbfa1bc","2026-07-10"
"GWP_VALUES","AR5.N2O","value","265","4","fbfa1bc","2026-07-10"
"GWP_VALUES","AR6.CH4","value","27","5","fbfa1bc","2026-07-10"
"GWP_VALUES","AR6.N2O","value","273","6","fbfa1bc","2026-07-10"
